Mã_Tin,Thời_Gian_Đăng,Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Diện_Tích_m2,Tiêu_Đề,Mô_Tả,Nổi_Bật
697743,"Chủ Nhật, 11:09 30/11/2025",Đà Nẵng,Ngũ Hành Sơn,1.23,20.0,"Nhà trọ mới xây, cần cho thuê và cần tìm người ở ghép","Nhà trọ mới xây, còn phòng cho thuê hoặc cần người ở ghép Nhà trọ thông thoáng, ánh sáng và gió tự nhiên. Khu vực yên tĩnh. Phù hợp cho sinh viên và người đi làm. Tiện ích xung quanh rất đầy đủ Địa chỉ: K420/54 Đường Lê Văn Hiến, Phường Ngũ Hành Sơn - Đà Nẵng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
697662,"Thứ 6, 19:08 28/11/2025",Đà Nẵng,Sơn Trà,1.5,15.0,"Cho thuê phòng trọ tại 139 Ngô Quyền, Sơn Trà, Đà Nẵng","Phòng rộng, thoáng mát, có sân để xe. Gần trung tâm chỉ cách 5 phút đi xe. An ninh tốt, khu dân trí cao. Địa chỉ: 139 Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng Gần các khu xí nghiệp thuỷ sản. Không chung chủ, giờ giấc tự do, wifi free","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
697455,"Thứ 4, 08:36 26/11/2025",Đà Nẵng,Liên Chiểu,4.5,100.0,Cho thuê nguyên tầng 3 diện tích 100m2,"CHO THUÊ NGUYÊN TẦNG 3 – ĐƯỜNG MÊ LINH (100m²) Vị trí: Đường Mê Linh, khu vực cao ráo không ngập lụt, thuận tiện di chuyển. Diện tích: 100m² – rộng rãi, thoáng mát. Tiện ích đầy đủ: ️ Điều hòa Nước nóng Máy giặt 1 phòng ngủ riêng tư 1 nhà bếp rộng 1 WC sạch sẽ ️ Phù hợp cho vợ chồng, gia đình nhỏ, hoặc nhân viên văn phòng thuê ở lâu dài. ️ Khu vực an ninh, yên tĩnh. Liên hệ: 0898 226 387 (Zalo)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
697231,"Chủ Nhật, 09:11 23/11/2025",Đà Nẵng,Ngũ Hành Sơn,1.5,20.0,"Cho thuê phòng trọ tại 508 Lê Văn Hiến, Ngũ Hành Sơn, TP. Đà Nẵng","Phòng trọ cho thuê tvới diện tích 20m². - Phòng trọ có 1 phòng ngủ và 1 toilet. Cho từ 1 đến 2 người ở. - Giá thuê chỉ 1,5 triệu VND mỗi tháng. - Phòng riêng tách chủ nằm trong khu vực yên tĩnh, thích hợp cho sinh viên hoặc người đi làm.",
687941,"Thứ 2, 09:57 17/11/2025",Đà Nẵng,Cẩm Lệ,1.6,21.0,Phòng sạch có điều hòa - wc riêng - tắm riêng - bếp riêng - nhà xe riêng,"Phòng sạch có điều hòa - wc riêng - tắm riêng - bếp riêng - nhà xe riêng Đ/C: 43 Đường Nguyễn Đình Tứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng Giá thuê: 1.6 triệu/tháng LH chính chủ đi xem nhà ngay","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696517,"Thứ 5, 14:37 13/11/2025",Đà Nẵng,Cẩm Lệ,3.5,22.0,"Cho thuê phòng trọ mới 100% tại Phan Thao, khu vực Hòa Xuân","Cho thuê phòng trọ mới 100%, đường 10m5 Phan Thao, khu vực Hòa Xuân. - Đầy đủ nội thất: Điều hòa, bếp, máy nóng lạnh. Có máy giặt, máy sáy (dùng chung) - Nhà để xe rộng rãi - Điện: 3k5/chữ - Nước: 50k/người - Phòng từ 3tr5 - 4tr",
696049,"Thứ 7, 11:34 08/11/2025",Đà Nẵng,Hải Châu,3.4,23.0,Cho thuê phòng sát đường 2/9 Quận Hải Châu,"HP House Tưng bừng Khai trương ( 15/11/2025) Tòa nhà mới All New 100% Tất cả các phòng đều có 02 Cửa sổ và ốp đá toàn bộ phòng Thuận tiện: 3phut đến Đại Học Kiến Trúc , Đông Á, Sátđường Xô Viết Nghệ Tĩnh- Đại Học Ngoại ngữ, Đại học kinh tế, Cao đẳng Đại Việt Tiện ích: Gác đúc cao 1m7,nhà xe riêng biệt,Phòng điều hòa,máy tắm nóng lạnh,máy giặt chung, kệ bếp, kệ treo chén,sân phơi thoáng mát - Diện tích Sử dụng : Từ 22 - 45m2, Sân phơi và Máy giặt được trang bị tại tất cả các tầng - Đồng hồ điện, nước riêng từng phòng - Khu vực An Ninh, yên tĩnh,dân trí cao,không ngập lụt, camera full tầng 24/24,PCCC đầy đủ - Free: Wifi tốc độ cao, vệ sinh khu vực chung 2 ngày/lần,Đội ngũ kỹ thuật hỗ trợ bảo trì - Cọc 1 tháng và thanh toán hàng tháng ***GIÁ Từ 3,3 triệu – 4,8 triệu ( Hợp đồng: 10 tháng ) Hotline: 097 4243 888 - 0935512535- 0911664499 Địa chỉ: K2 Trương Chí Cương. Phường Hòa Cường. Hải Châu-Đà Nẵng Lưu ý: Không: nuôi PET, Ko xe điện, bếp ga, hút thuốc","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695661,"Chủ Nhật, 15:16 02/11/2025",Đà Nẵng,Sơn Trà,2.5,30.0,Phòng cho nhóm 4 bạn nữ. Thuê lâu dài,"Phòng khách sạn, thích hợp cho 4 bạn nữ. Đầy đủ nội thất, có thể vào ở ngay. Giá thuê: 2,5 triệu/1 người/1 tháng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695479,"Thứ 6, 14:06 31/10/2025",Đà Nẵng,Cẩm Lệ,5.0,50.0,"PASS phòng trọ full nội thất (HĐ còn 3 tháng, có thể gia hạn)","Do thay đổi công việc, mình cần nhượng gấp phòng trọ siêu đẹp tại vị trí cực thuận tiện. Phòng ở tầng 1 riêng biệt, không chung chủ, sạch sẽ – yên tĩnh. Diện tích rộng rãi, ở thoải mái từ 2–4 người, phù hợp ở lâu dài hoặc kinh doanh online. Nội thất đầy đủ, sang trọng: giường, tủ, máy lạnh, tủ lạnh, bếp, máy giặt,… chỉ việc xách vali vào ở ngay! Hợp đồng còn 3 tháng, có thể gia hạn lâu dài. Trọ giá 5 triệu mình tặng 500k còn 4 triệu 5 tháng đầu Địa chỉ: Thanh Lương 9, Hoà Xuân, Cẩm Lệ, Đà Nẵng (gần đường Mai Chí Thọ)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695000,"Thứ 6, 16:10 24/10/2025",Đà Nẵng,Cẩm Lệ,2.5,40.0,CHO THUÊ PHÒNG TRỌ SINH VIÊN GIÁ RẺ 2.5TR/THÁNG,"PHÒNG TRỌ MỚI XÂY DT: 40M2 CÓ GÁC LỬNG CÓ KHU NẤU ĂN RIÊNG Đ/C: 178 Đường Kiều Phụng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng Giá: 2tr5/tháng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
694543,"Thứ 7, 13:42 18/10/2025",Đà Nẵng,Hải Châu,4.5,20.0,"Phòng trọ tại 8x Nguyễn Lộ Trạch, 4,5 triệu, 20m2, view đẹp","Phòng trọ cho thuê tại 8x Nguyễn Lộ Trạch, p Hòa Cường Nam, Q.Hải Châu, Đà Nẵng là lựa chọn lý tưởng cho những ai tìm kiếm không gian sống tiện nghi và thoải mái. - **Điểm nhấn**: 1PN + 1WC + bếp, nội thất đầy đủ với điều hòa, giường, tủ lạnh, tạo điều kiện thuận lợi cho cuộc sống hàng ngày. Giá thuê chỉ 4,5 triệu VND cho diện tích 20m2, phù hợp cho người độc thân hoặc cặp đôi. Thời gian thuê linh hoạt, tối thiểu 1 năm. Khu vực xung quanh có nhiều tiện ích như bệnh viện đa khoa tâm trí Đà Nẵng, siêu thị Winmart+, Bách Hóa Xanh và Ares Mart 24h, cùng hệ thống giáo dục Sky-line và trung tâm ngoại ngữ Broadway, tạo ra môi trường sống thuận tiện và đầy đủ. Liên hệ ngay để được tư vấn miễn phí!Huy - 0913890182","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
694347,"Thứ 5, 09:15 16/10/2025",Đà Nẵng,Ngũ Hành Sơn,1.23,20.0,"Nhà trọ mới xây, cần cho thuê lâu dài ngay Lê Văn Hiến, quận Ngũ Hành Sơn, ĐN","Còn 1 phòng trọ mới xây cần cho thuê. Thông thoáng, ánh sáng và gió tự nhiên. Yên tĩnh cho sinh viên và người đi làm. Đ/C: K420/54 Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng Lh chính chủ trao đổi thêm","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
651896,"Thứ 4, 09:39 15/10/2025",Đà Nẵng,Thanh Khê,1.3,12.0,Cho thuê phòng trọ ( Nữ). Cách trường Duy Tân khoảng 150m,"Cho thuê phòng trọ cách trường Duy Tân khoảng 150m Gần chợ, siêu thị, ga, sân bay. Khu vực an ninh, yên tĩnh phù hợp cho sinh viên DT: 12m2 Giá thuê: 1.3tr LH: 0903323672",
682599,"Thứ 6, 22:27 03/10/2025",Đà Nẵng,Ngũ Hành Sơn,2.4,20.0,"Cho thuê phòng trọ tại Hồ Xuân Hương, Ngũ Hành Sơn, Đà Nẵng, giá ưu đãi chỉ với 2,4 triệu VND","- Cho thuê phòng trọ thoáng mát , có đầy đủ công trình phụ khép kín trong phòng , nhà 2 mặt tiền. - Vị trí: ngay đường Hồ Xuân Hương giao nhau với đường Võ Nguyên Giáp, phường Khuê Mỹ , quận ngũ hành Sơn ( cũ ), TP Đà Nẵng ( nay là phường Ngũ Hành Sơn,TP Đà Nẵng ) , gần Furama resort, Premier village Đanang resort, nơi trung tâm khu du lịch biển bán đảo Sơn Trà Đà Nẵng, tập trung nhiều resort , nhà hàng khách sạn xung quanh với đầy đủ các dịch vụ phục vụ cho khách du lịch trong nước và quốc tế rất đông đúc. - Có tất cả các dịch vụ tiện ích phục vụ cho sinh hoạt đời sống , đường phố rộng rãi thuận lợi cho việc đi lại , cách trường Đại Học Kiến Trúc, Đại Học Đông Á, Đại Học Kinh Tế Đà Nẵng 1 km , cách cầu rồng 4 km , cầu sông hàn 5 km , cách bãi tắm Sao Biển 300 m. - Diện tích 18 m2 , trật tự an ninh rất tốt , giờ giấc tự do, ưu tiên cho sinh viên , người độc thân có công việc ổn định thuê để nghỉ ngơi sau ngày học tập và làm việc . - Yêu cầu không hút thuốc, không tụ tập nhậu , không chơi game, không bài bạc cá độ, giữ trật tự an ninh , không nuôi thú cưng , không trồng cây. Giá 2400.000 đồng . Liên hệ đt 0392184457","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
692987,"Chủ Nhật, 22:22 28/09/2025",Đà Nẵng,Hải Châu,4.8,25.0,CHO THUÊ PHÒNG 87 NGUYỄN LỘ TRẠCH - HÒA CƯỜNG - ĐÀ NẴNG,"Căn hộ Danasun – Không gian sống hiện đại ngay trung tâm Đà Nẵng Địa chỉ: 87 Nguyễn Lộ Trạch, phường Hòa Cường, Đà Nẵng (đối diện tháp đôi Masteris Home, gần Lotte Mart). Thông tin căn hộ: • Tòa nhà xây mới hoàn toàn, gồm 10 căn hộ mini khép kín (diện tích ~25m²/căn). • Thiết kế kết nối giếng trời, thoáng mát, nhiều ánh sáng tự nhiên. • Trang bị đầy đủ tiện nghi: điều hòa, máy nóng lạnh, tủ lạnh, máy giặt, bàn ăn, giường, tủ quần áo, tủ bếp 100% mới. • Nhà vệ sinh riêng, thiết kế hài hòa – sang trọng. • Hệ thống thang máy di chuyển giữa các tầng. • Có kết nối viễn thông riêng cho từng căn. Tiện ích khác: • Có chỗ đậu ô tô trước nhà, nhà để xe máy riêng biệt. • Vị trí đắc địa: gần ĐH Kiến Trúc, ĐH Đông Á, Skyline, Mầm non 123, Cao đẳng Đại Việt… • Xung quanh nhiều siêu thị mini, chợ dân sinh, thuận tiện mua sắm và sinh hoạt. Giá thuê: chỉ từ 4.800.000 VNĐ/tháng. Liên hệ ngay: 090.519.0972 để đặt phòng sớm – phù hợp cho người đi làm hoặc gia đình nhỏ.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
692703,"Thứ 5, 09:31 25/09/2025",Đà Nẵng,Ngũ Hành Sơn,4.5,35.0,"PHÒNG FULL NỘI THẤT GẦN ĐẠI HỌC FPT, VIỆT HÀN, Y DƯỢC…","PHÒNG FULL NỘI THẤT GẦN ĐẠI HỌC FPT, VIỆT HÀN, Y DƯỢC… - Full nội thất - Máy giặt riêng - Cửa sổ thoáng - Không chung chủ, giờ giấc tự do Giá chỉ 4tr5 (có thương lượng) Liên hệ Nhi 0778594124 để xem phòng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
692567,"Thứ 3, 17:14 23/09/2025",Đà Nẵng,Liên Chiểu,1.0,50.0,"Phòng trọ mới xây cho nữ, gần trung tâm thành phố Đà Nẵng","Cho thuê phòng trọ mới xây, sạch sẽ và an toàn, chỉ dành cho nữ. Vị trí thuận tiện gần trung tâm thành phố Đà Nẵng, dễ dàng di chuyển đến các trường đại học, chợ, siêu thị và các tuyến xe buýt. Không gian thoáng mát, yên tĩnh, phù hợp cho sinh viên hoặc nhân viên văn phòng. Giá chỉ 1tr/tháng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
692455,"Thứ 2, 10:40 22/09/2025",Đà Nẵng,Thanh Khê,3.0,15.0,"Cho thuê phòng tại 08 dương bích liên, quận Thanh Khê, ĐN","cần cho thuê phòng tại 08 dương bích liên. Giá 3.000.000vnd/tháng Điện 3,7k/chữ. Nươc;50k/tháng. Phí sinh hoạt 50k/tháng",
692131,"Thứ 5, 15:54 18/09/2025",Đà Nẵng,Ngũ Hành Sơn,3.8,30.0,Phòng giá rẻ ngũ hành sơn có gác lửng,"Địa chỉ : Đường k20 có gác lửng - Giá 3,8tr - Tầng 3-4 thang bộ - Ngay bệnh viện 600 giường - Điện 3k8, nước 50k/người, wifi 50k/phòng , Máy giặt chung trên sân thượng - không nhận xe điện, ko pet. Hợp đồng 6 tháng/ lần","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
691266,"Thứ 3, 14:28 09/09/2025",Đà Nẵng,Liên Chiểu,2.3,25.0,"Phòng trọ lớn (nhà cấp 4 nhỏ), 25m2, không ngập lụt, an ninh tốt, đường vào rộng","Nhà mình có 1 phòng trọ rộng (nhà cấp 4 nhỏ) cần cho thuê Thông tin cụ thể: - Phòng rộng 25m2, tại K207/31 PHạm Như Xương, phường Hòa Khánh, TP. Đà Nẵng (Cách ĐH Bách Khoa 1km, ĐH Sư phạm 500m) - Nội thất: Có giường, bếp, nhà vệ sinh khép kín, có bình nóng lạnh - Đường vào rộng 7m5, khu vực cao không ngập lụt, camera 24/24, khu vực an ninh cao, thoáng mát - Điện, nước theo đồng hồ riêng, internet miễn phí - Có sân để xe rộng rãi (có thể để xe ô tô), sân phơi đồ rộng (kể cả mùa mưa) - Phù hợp ở 2 người trở lên (phòng rộng)",
689203,"Thứ 6, 09:44 15/08/2025",Đà Nẵng,Liên Chiểu,2.8,28.0,Do mình có việc về quê - Cần nhượng gấp phòng trọ,"Mình cần nhượng gấp phòng trọ, hợp đồng còn hơn 1 tháng, tháng này đến ở không phải đóng phí phòng rộng rãi, có ban công thoáng mát, nhà vệ sinh riêng vị trí nằm cạnh khách sạn Mikazuki của Nhật, gần biển có gió mát. Ai có nhu cầu liên hệ: 0823267168. Tên Quân",
689105,"Thứ 4, 19:55 13/08/2025",Đà Nẵng,Cẩm Lệ,4.0,20.0,Cho thuê phòng trọ xây mới ( nhận phòng sau 1 tuần),"Nhà trọ mới xây có ban công riêng, sân phơi riêng, điều hòa, máy nước nóng gián tiếp, bếp điện âm, máy giặt. Nhà mặt tiền đường 7,5m , đèn đường sáng, an ninh tốt, thoáng mát Địa chỉ: Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng Giá thuê: 4 triệu/tháng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
688188,"Chủ Nhật, 08:10 03/08/2025",Đà Nẵng,Hải Châu,0.1,15.0,Cho thuê phòng trọ tại đà Nẵng,Cho thuê phòng trọ tại đà Nẵng liên hệ không chín không năm ba ba không hai một bảy,"Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
662760,"Thứ 4, 11:01 23/07/2025",Đà Nẵng,Hải Châu,1.55,50.0,"KÝ TÚC XÁ THU NHỎ GẦN ĐẠI HỌC KIẾN TRÚC, ĐÔNG Á, NGOẠI NGỮ, GẦN CHỢ ĐẦU MỐ - 1.5 TRIỆU/NGƯỜI BAOTRỌN","Vị trí : 89 Hồ Nguyên Trừng, Hoà Cường Nam, Hải Châu, Đà Nẵng. . Trọn gói tất tần tật chỉ cần xách balo vào ở. ️‍ Tiện nghi : Phòng sạch sẽ, thoáng mát. Giường mới, ga cực sang, cực êm, cực xịn. Giá 1.5 triệu/người bao tiền nước, bếp nấu, tủ lạnh, máy giặt và wifi. Điều hòa công suất lớn, trang bị đầy đủ ổ cắm, đèn, tủ cho từng giường. Nhà vệ sinh sạch sẽ, khép kín, trang thiết bị hiện đại, không gian bếp rộng rãi thoáng mát. Mạng WIFI cực xịn xò cho từng tầng An ninh: trang bị HT camere quanh nhà, hoạt động 24/24, đảm bảo an ninh tốt nhất. Trang bị đầy đủ máy giặt, máy sấy. Giờ giấc tự do. ️‍ Tiện lợi : Chỉ 10 phút đi xe đến Trường Đại Học Kinh Tế, Đại Học Duy Tân, Đại Học Y Dược Đà Nẵng. Đi bộ đến ĐH Kiến Trúc, Đông Á, gần ngay chợ Đầu Mối. ---------------- LH xem phòng: 0985.944449 (Ms Oanh)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
686166,"Thứ 2, 10:11 14/07/2025",Đà Nẵng,Hải Châu,1.9,20.0,CHO THUÊ PHÒNG TRỌ tại ĐC: 41/8/12 Đặng Thùy Trâm,"CHO THUÊ PHÒNG TRỌ Phòng ở thoáng mát, điện nước trả theo chỉ số đồng hồ. Nhà vệ sinh, chỗ nấu ăn riêng. ĐC: 41/8/12 Đặng Thùy Trâm-Đà Nẵng (Gần Đại học Duy Tân, bệnh viện gia đình, sân bay Đà Nẵng) Giá thuê: 1.9 triệu/tháng",
